id,model_year,model_type,mileage,condition,price_now,price_3_years_ago,appreciated,image_paths,seller_description,source
p01208,1988,911,47000,Fair,73000,143000,no,"[""project/data/images/p01208_image_1.jpg"", ""project/data/images/p01208_image_2.jpg"", ""project/data/images/p01208_image_3.jpg"", ""project/data/images/p01208_image_4.jpg"", ""project/data/images/p01208_image_5.jpg"", ""project/data/images/p01208_image_6.jpg"", ""project/data/images/p01208_image_7.jpg"", ""project/data/images/p01208_image_8.jpg"", ""project/data/images/p01208_image_9.jpg"", ""project/data/images/p01208_image_10.jpg"", ""project/data/images/p01208_image_11.jpg"", ""project/data/images/p01208_image_12.jpg""]",project/data/descriptions/p01208_seller_description.txt,https://bringatrailer.com/listing/1988-porsche-911-carrera-targa-104/
p01209,2022,911,14000,Fair,96500,183000,no,"[""project/data/images/p01209_image_1.jpg"", ""project/data/images/p01209_image_2.jpg"", ""project/data/images/p01209_image_3.jpg"", ""project/data/images/p01209_image_4.jpg"", ""project/data/images/p01209_image_5.jpg"", ""project/data/images/p01209_image_6.jpg"", ""project/data/images/p01209_image_7.jpg"", ""project/data/images/p01209_image_8.jpg"", ""project/data/images/p01209_image_9.jpg"", ""project/data/images/p01209_image_10.jpg"", ""project/data/images/p01209_image_11.jpg"", ""project/data/images/p01209_image_12.jpg""]",project/data/descriptions/p01209_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-taycan-turbo-s-cross-turismo-2/
p01210,1971,911,68000,Fair,92000,77500,yes,"[""project/data/images/p01210_image_1.jpg"", ""project/data/images/p01210_image_2.jpg"", ""project/data/images/p01210_image_3.jpg"", ""project/data/images/p01210_image_4.jpg"", ""project/data/images/p01210_image_5.jpg"", ""project/data/images/p01210_image_6.jpg"", ""project/data/images/p01210_image_7.jpg"", ""project/data/images/p01210_image_8.jpg"", ""project/data/images/p01210_image_9.jpg"", ""project/data/images/p01210_image_10.jpg"", ""project/data/images/p01210_image_11.jpg"", ""project/data/images/p01210_image_12.jpg""]",project/data/descriptions/p01210_seller_description.txt,https://bringatrailer.com/listing/1971-porsche-911t-targa-53/
p01211,2016,Boxster,12000,Fair,49500,84981,no,"[""project/data/images/p01211_image_1.jpg"", ""project/data/images/p01211_image_2.jpg"", ""project/data/images/p01211_image_3.jpg"", ""project/data/images/p01211_image_4.jpg"", ""project/data/images/p01211_image_5.jpg"", ""project/data/images/p01211_image_6.jpg"", ""project/data/images/p01211_image_7.jpg"", ""project/data/images/p01211_image_8.jpg"", ""project/data/images/p01211_image_9.jpg"", ""project/data/images/p01211_image_10.jpg"", ""project/data/images/p01211_image_11.jpg"", ""project/data/images/p01211_image_12.jpg""]",project/data/descriptions/p01211_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-boxster-6/
p01212,1996,911,74000,Fair,98000,126000,no,"[""project/data/images/p01212_image_1.jpg"", ""project/data/images/p01212_image_2.jpg"", ""project/data/images/p01212_image_3.jpg"", ""project/data/images/p01212_image_4.jpg"", ""project/data/images/p01212_image_5.jpg"", ""project/data/images/p01212_image_6.jpg"", ""project/data/images/p01212_image_7.jpg"", ""project/data/images/p01212_image_8.jpg"", ""project/data/images/p01212_image_9.jpg"", ""project/data/images/p01212_image_10.jpg"", ""project/data/images/p01212_image_11.jpg"", ""project/data/images/p01212_image_12.jpg""]",project/data/descriptions/p01212_seller_description.txt,https://bringatrailer.com/listing/1996-porsche-911-carrera-coupe-89/
p01213,1992,968,58000,Fair,30750,49109,no,"[""project/data/images/p01213_image_1.jpg"", ""project/data/images/p01213_image_2.jpg"", ""project/data/images/p01213_image_3.jpg"", ""project/data/images/p01213_image_4.jpg"", ""project/data/images/p01213_image_5.jpg"", ""project/data/images/p01213_image_6.jpg"", ""project/data/images/p01213_image_7.jpg"", ""project/data/images/p01213_image_8.jpg"", ""project/data/images/p01213_image_9.jpg"", ""project/data/images/p01213_image_10.jpg"", ""project/data/images/p01213_image_11.jpg"", ""project/data/images/p01213_image_12.jpg""]",project/data/descriptions/p01213_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-968-coupe-53/
p01214,,550,112,Fair,31500,,no,,project/data/descriptions/p01214_seller_description.txt,https://bringatrailer.com/listing/porsche-550-spyder-replica-8-2/
p01215,2007,Cayman,58000,Fair,25500,29000,no,"[""project/data/images/p01215_image_1.jpg"", ""project/data/images/p01215_image_2.jpg"", ""project/data/images/p01215_image_3.jpg"", ""project/data/images/p01215_image_4.jpg"", ""project/data/images/p01215_image_5.jpg"", ""project/data/images/p01215_image_6.jpg"", ""project/data/images/p01215_image_7.jpg"", ""project/data/images/p01215_image_8.jpg"", ""project/data/images/p01215_image_9.jpg"", ""project/data/images/p01215_image_10.jpg"", ""project/data/images/p01215_image_11.jpg"", ""project/data/images/p01215_image_12.jpg""]",project/data/descriptions/p01215_seller_description.txt,https://bringatrailer.com/listing/2007-porsche-cayman-92/
p01216,2002,911,12000,Excellent,202000,1290000,no,"[""project/data/images/p01216_image_1.jpg"", ""project/data/images/p01216_image_2.jpg"", ""project/data/images/p01216_image_3.jpg"", ""project/data/images/p01216_image_4.jpg"", ""project/data/images/p01216_image_5.jpg"", ""project/data/images/p01216_image_6.jpg"", ""project/data/images/p01216_image_7.jpg"", ""project/data/images/p01216_image_8.jpg"", ""project/data/images/p01216_image_9.jpg"", ""project/data/images/p01216_image_10.jpg"", ""project/data/images/p01216_image_11.jpg"", ""project/data/images/p01216_image_12.jpg""]",project/data/descriptions/p01216_seller_description.txt,https://bringatrailer.com/listing/2002-porsche-911-gt2-38/
p01217,2006,911,65000,Fair,49100,47000,yes,"[""project/data/images/p01217_image_1.jpg"", ""project/data/images/p01217_image_2.jpg"", ""project/data/images/p01217_image_3.jpg"", ""project/data/images/p01217_image_4.jpg"", ""project/data/images/p01217_image_5.jpg"", ""project/data/images/p01217_image_6.jpg"", ""project/data/images/p01217_image_7.jpg"", ""project/data/images/p01217_image_8.jpg"", ""project/data/images/p01217_image_9.jpg"", ""project/data/images/p01217_image_10.jpg"", ""project/data/images/p01217_image_11.jpg"", ""project/data/images/p01217_image_12.jpg""]",project/data/descriptions/p01217_seller_description.txt,https://bringatrailer.com/listing/2006-porsche-911-carrera-s-cabriolet-117/
p01218,2022,911,10000,Fair,173321,161000,yes,"[""project/data/images/p01218_image_1.jpg"", ""project/data/images/p01218_image_2.jpg"", ""project/data/images/p01218_image_3.jpg"", ""project/data/images/p01218_image_4.jpg"", ""project/data/images/p01218_image_5.jpg"", ""project/data/images/p01218_image_6.jpg"", ""project/data/images/p01218_image_7.jpg"", ""project/data/images/p01218_image_8.jpg"", ""project/data/images/p01218_image_9.jpg"", ""project/data/images/p01218_image_10.jpg"", ""project/data/images/p01218_image_11.jpg"", ""project/data/images/p01218_image_12.jpg""]",project/data/descriptions/p01218_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-911-targa-4s-37/
p01219,2004,911,8000,Fair,131000,66000,yes,"[""project/data/images/p01219_image_1.jpg"", ""project/data/images/p01219_image_2.jpg"", ""project/data/images/p01219_image_3.jpg"", ""project/data/images/p01219_image_4.jpg"", ""project/data/images/p01219_image_5.jpg"", ""project/data/images/p01219_image_6.jpg"", ""project/data/images/p01219_image_7.jpg"", ""project/data/images/p01219_image_8.jpg"", ""project/data/images/p01219_image_9.jpg"", ""project/data/images/p01219_image_10.jpg"", ""project/data/images/p01219_image_11.jpg"", ""project/data/images/p01219_image_12.jpg""]",project/data/descriptions/p01219_seller_description.txt,https://bringatrailer.com/listing/2004-porsche-911-gt3-120/
p01220,1995,911,7400,Excellent,800000,1265000,no,"[""project/data/images/p01220_image_1.jpg"", ""project/data/images/p01220_image_2.jpg"", ""project/data/images/p01220_image_3.jpg"", ""project/data/images/p01220_image_4.jpg"", ""project/data/images/p01220_image_5.jpg"", ""project/data/images/p01220_image_6.jpg"", ""project/data/images/p01220_image_7.jpg"", ""project/data/images/p01220_image_8.jpg"", ""project/data/images/p01220_image_9.jpg"", ""project/data/images/p01220_image_10.jpg"", ""project/data/images/p01220_image_11.jpg"", ""project/data/images/p01220_image_12.jpg""]",project/data/descriptions/p01220_seller_description.txt,https://bringatrailer.com/listing/1995-porsche-911-gt2-3/
p01221,1987,924,57000,Fair,9700,16337,no,"[""project/data/images/p01221_image_1.jpg"", ""project/data/images/p01221_image_2.jpg"", ""project/data/images/p01221_image_3.jpg"", ""project/data/images/p01221_image_4.jpg"", ""project/data/images/p01221_image_5.jpg"", ""project/data/images/p01221_image_6.jpg"", ""project/data/images/p01221_image_7.jpg"", ""project/data/images/p01221_image_8.jpg"", ""project/data/images/p01221_image_9.jpg"", ""project/data/images/p01221_image_10.jpg"", ""project/data/images/p01221_image_11.jpg"", ""project/data/images/p01221_image_12.jpg""]",project/data/descriptions/p01221_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-924s-103/
p01222,2018,911,86000,Fair,25750,42500,no,"[""project/data/images/p01222_image_1.jpg"", ""project/data/images/p01222_image_2.jpg"", ""project/data/images/p01222_image_3.jpg"", ""project/data/images/p01222_image_4.jpg"", ""project/data/images/p01222_image_5.jpg"", ""project/data/images/p01222_image_6.jpg"", ""project/data/images/p01222_image_7.jpg"", ""project/data/images/p01222_image_8.jpg"", ""project/data/images/p01222_image_9.jpg"", ""project/data/images/p01222_image_10.jpg"", ""project/data/images/p01222_image_11.jpg"", ""project/data/images/p01222_image_12.jpg""]",project/data/descriptions/p01222_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-macan-turbo-17/
p01223,1979,924,45000,Fair,11000,10762,yes,"[""project/data/images/p01223_image_1.jpg"", ""project/data/images/p01223_image_2.jpg"", ""project/data/images/p01223_image_3.jpg"", ""project/data/images/p01223_image_4.jpg"", ""project/data/images/p01223_image_5.jpg"", ""project/data/images/p01223_image_6.jpg"", ""project/data/images/p01223_image_7.jpg"", ""project/data/images/p01223_image_8.jpg"", ""project/data/images/p01223_image_9.jpg"", ""project/data/images/p01223_image_10.jpg"", ""project/data/images/p01223_image_11.jpg"", ""project/data/images/p01223_image_12.jpg""]",project/data/descriptions/p01223_seller_description.txt,https://bringatrailer.com/listing/1979-porsche-924-15/
p01224,1985,911,121000,Fair,76000,61000,yes,"[""project/data/images/p01224_image_1.jpg"", ""project/data/images/p01224_image_2.jpg"", ""project/data/images/p01224_image_3.jpg"", ""project/data/images/p01224_image_4.jpg"", ""project/data/images/p01224_image_5.jpg"", ""project/data/images/p01224_image_6.jpg"", ""project/data/images/p01224_image_7.jpg"", ""project/data/images/p01224_image_8.jpg"", ""project/data/images/p01224_image_9.jpg"", ""project/data/images/p01224_image_10.jpg"", ""project/data/images/p01224_image_11.jpg"", ""project/data/images/p01224_image_12.jpg""]",project/data/descriptions/p01224_seller_description.txt,https://bringatrailer.com/listing/1985-porsche-911-carrera-coupe-66/
p01225,,911,25,Fair,2288,,no,,project/data/descriptions/p01225_seller_description.txt,https://bringatrailer.com/listing/whale-tail-spoiler-for-porsche-911/
p01226,1980,911,156000,Fair,78000,51000,yes,"[""project/data/images/p01226_image_1.jpg"", ""project/data/images/p01226_image_2.jpg"", ""project/data/images/p01226_image_3.jpg"", ""project/data/images/p01226_image_4.jpg"", ""project/data/images/p01226_image_5.jpg"", ""project/data/images/p01226_image_6.jpg"", ""project/data/images/p01226_image_7.jpg"", ""project/data/images/p01226_image_8.jpg"", ""project/data/images/p01226_image_9.jpg"", ""project/data/images/p01226_image_10.jpg"", ""project/data/images/p01226_image_11.jpg"", ""project/data/images/p01226_image_12.jpg""]",project/data/descriptions/p01226_seller_description.txt,https://bringatrailer.com/listing/1980-porsche-911sc-targa-84/
p01227,,Cayman,2000,Fair,3070,,no,,project/data/descriptions/p01227_seller_description.txt,https://bringatrailer.com/listing/20x8-5-and-20x11-wheels-for-porsche-981-cayman-gt4/
p01228,2016,Boxster,3800,Fair,130000,92000,yes,"[""project/data/images/p01228_image_1.jpg"", ""project/data/images/p01228_image_2.jpg"", ""project/data/images/p01228_image_3.jpg"", ""project/data/images/p01228_image_4.jpg"", ""project/data/images/p01228_image_5.jpg"", ""project/data/images/p01228_image_6.jpg"", ""project/data/images/p01228_image_7.jpg"", ""project/data/images/p01228_image_8.jpg"", ""project/data/images/p01228_image_9.jpg"", ""project/data/images/p01228_image_10.jpg"", ""project/data/images/p01228_image_11.jpg"", ""project/data/images/p01228_image_12.jpg""]",project/data/descriptions/p01228_seller_description.txt,https://bringatrailer.com/listing/2016-porsche-boxster-spyder-55/
p01229,2005,Boxster,23000,Fair,34000,25000,yes,"[""project/data/images/p01229_image_1.jpg"", ""project/data/images/p01229_image_2.jpg"", ""project/data/images/p01229_image_3.jpg"", ""project/data/images/p01229_image_4.jpg"", ""project/data/images/p01229_image_5.jpg"", ""project/data/images/p01229_image_6.jpg"", ""project/data/images/p01229_image_7.jpg"", ""project/data/images/p01229_image_8.jpg"", ""project/data/images/p01229_image_9.jpg"", ""project/data/images/p01229_image_10.jpg"", ""project/data/images/p01229_image_11.jpg"", ""project/data/images/p01229_image_12.jpg""]",project/data/descriptions/p01229_seller_description.txt,https://bringatrailer.com/listing/2005-porsche-boxster-s-76/
p01230,1972,911,83000,Fair,68411,90000,no,"[""project/data/images/p01230_image_1.jpg"", ""project/data/images/p01230_image_2.jpg"", ""project/data/images/p01230_image_3.jpg"", ""project/data/images/p01230_image_4.jpg"", ""project/data/images/p01230_image_5.jpg"", ""project/data/images/p01230_image_6.jpg"", ""project/data/images/p01230_image_7.jpg"", ""project/data/images/p01230_image_8.jpg"", ""project/data/images/p01230_image_9.jpg"", ""project/data/images/p01230_image_10.jpg"", ""project/data/images/p01230_image_11.jpg"", ""project/data/images/p01230_image_12.jpg""]",project/data/descriptions/p01230_seller_description.txt,https://bringatrailer.com/listing/1972-porsche-911t-targa-48/
p01231,1987,944,82000,Fair,24250,17000,yes,"[""project/data/images/p01231_image_1.jpg"", ""project/data/images/p01231_image_2.jpg"", ""project/data/images/p01231_image_3.jpg"", ""project/data/images/p01231_image_4.jpg"", ""project/data/images/p01231_image_5.jpg"", ""project/data/images/p01231_image_6.jpg"", ""project/data/images/p01231_image_7.jpg"", ""project/data/images/p01231_image_8.jpg"", ""project/data/images/p01231_image_9.jpg"", ""project/data/images/p01231_image_10.jpg"", ""project/data/images/p01231_image_11.jpg"", ""project/data/images/p01231_image_12.jpg""]",project/data/descriptions/p01231_seller_description.txt,https://bringatrailer.com/listing/1987-porsche-944-turbo-166/
p01232,1994,911,19000,Fair,175000,142000,yes,"[""project/data/images/p01232_image_1.jpg"", ""project/data/images/p01232_image_2.jpg"", ""project/data/images/p01232_image_3.jpg"", ""project/data/images/p01232_image_4.jpg"", ""project/data/images/p01232_image_5.jpg"", ""project/data/images/p01232_image_6.jpg"", ""project/data/images/p01232_image_7.jpg"", ""project/data/images/p01232_image_8.jpg"", ""project/data/images/p01232_image_9.jpg"", ""project/data/images/p01232_image_10.jpg"", ""project/data/images/p01232_image_11.jpg"", ""project/data/images/p01232_image_12.jpg""]",project/data/descriptions/p01232_seller_description.txt,https://bringatrailer.com/listing/1994-porsche-911-rs-america-12/
p01233,1993,911,78000,Fair,155000,166000,no,"[""project/data/images/p01233_image_1.jpg"", ""project/data/images/p01233_image_2.jpg"", ""project/data/images/p01233_image_3.jpg"", ""project/data/images/p01233_image_4.jpg"", ""project/data/images/p01233_image_5.jpg"", ""project/data/images/p01233_image_6.jpg"", ""project/data/images/p01233_image_7.jpg"", ""project/data/images/p01233_image_8.jpg"", ""project/data/images/p01233_image_9.jpg"", ""project/data/images/p01233_image_10.jpg"", ""project/data/images/p01233_image_11.jpg"", ""project/data/images/p01233_image_12.jpg""]",project/data/descriptions/p01233_seller_description.txt,https://bringatrailer.com/listing/1993-porsche-911-rs-america-57/
p01234,,550,88000,Fair,33500,,no,,project/data/descriptions/p01234_seller_description.txt,https://bringatrailer.com/listing/1966-porsche-550-spyder-replica/
p01235,2014,911,12000,Fair,69019,109000,no,"[""project/data/images/p01235_image_1.jpg"", ""project/data/images/p01235_image_2.jpg"", ""project/data/images/p01235_image_3.jpg"", ""project/data/images/p01235_image_4.jpg"", ""project/data/images/p01235_image_5.jpg"", ""project/data/images/p01235_image_6.jpg"", ""project/data/images/p01235_image_7.jpg"", ""project/data/images/p01235_image_8.jpg"", ""project/data/images/p01235_image_9.jpg"", ""project/data/images/p01235_image_10.jpg"", ""project/data/images/p01235_image_11.jpg"", ""project/data/images/p01235_image_12.jpg""]",project/data/descriptions/p01235_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-911-carrera-coupe-16/
p01236,1992,911,24000,Excellent,275988,590000,no,"[""project/data/images/p01236_image_1.jpg"", ""project/data/images/p01236_image_2.jpg"", ""project/data/images/p01236_image_3.jpg"", ""project/data/images/p01236_image_4.jpg"", ""project/data/images/p01236_image_5.jpg"", ""project/data/images/p01236_image_6.jpg"", ""project/data/images/p01236_image_7.jpg"", ""project/data/images/p01236_image_8.jpg"", ""project/data/images/p01236_image_9.jpg"", ""project/data/images/p01236_image_10.jpg"", ""project/data/images/p01236_image_11.jpg"", ""project/data/images/p01236_image_12.jpg""]",project/data/descriptions/p01236_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-911-carrera-rs-30-2/
p01237,1992,911,25000,Fair,155000,160000,no,"[""project/data/images/p01237_image_1.jpg"", ""project/data/images/p01237_image_2.jpg"", ""project/data/images/p01237_image_3.jpg"", ""project/data/images/p01237_image_4.jpg"", ""project/data/images/p01237_image_5.jpg"", ""project/data/images/p01237_image_6.jpg"", ""project/data/images/p01237_image_7.jpg"", ""project/data/images/p01237_image_8.jpg"", ""project/data/images/p01237_image_9.jpg"", ""project/data/images/p01237_image_10.jpg"", ""project/data/images/p01237_image_11.jpg"", ""project/data/images/p01237_image_12.jpg""]",project/data/descriptions/p01237_seller_description.txt,https://bringatrailer.com/listing/1992-porsche-911-carrera-rs-clubsport-4/
p01238,2008,Cayman,98000,Fair,22500,21872,yes,"[""project/data/images/p01238_image_1.jpg"", ""project/data/images/p01238_image_2.jpg"", ""project/data/images/p01238_image_3.jpg"", ""project/data/images/p01238_image_4.jpg"", ""project/data/images/p01238_image_5.jpg"", ""project/data/images/p01238_image_6.jpg"", ""project/data/images/p01238_image_7.jpg"", ""project/data/images/p01238_image_8.jpg"", ""project/data/images/p01238_image_9.jpg"", ""project/data/images/p01238_image_10.jpg"", ""project/data/images/p01238_image_11.jpg"", ""project/data/images/p01238_image_12.jpg""]",project/data/descriptions/p01238_seller_description.txt,https://bringatrailer.com/listing/2008-porsche-cayman-s-105/
p01239,1996,911,38000,Fair,269993,108993,yes,"[""project/data/images/p01239_image_1.jpg"", ""project/data/images/p01239_image_2.jpg"", ""project/data/images/p01239_image_3.jpg"", ""project/data/images/p01239_image_4.jpg"", ""project/data/images/p01239_image_5.jpg"", ""project/data/images/p01239_image_6.jpg"", ""project/data/images/p01239_image_7.jpg"", ""project/data/images/p01239_image_8.jpg"", ""project/data/images/p01239_image_9.jpg"", ""project/data/images/p01239_image_10.jpg"", ""project/data/images/p01239_image_11.jpg"", ""project/data/images/p01239_image_12.jpg""]",project/data/descriptions/p01239_seller_description.txt,https://bringatrailer.com/listing/1996-porsche-911-turbo-186/
p01240,1953,356,66000,Excellent,185000,275000,no,"[""project/data/images/p01240_image_1.jpg"", ""project/data/images/p01240_image_2.jpg"", ""project/data/images/p01240_image_3.jpg"", ""project/data/images/p01240_image_4.jpg"", ""project/data/images/p01240_image_5.jpg"", ""project/data/images/p01240_image_6.jpg"", ""project/data/images/p01240_image_7.jpg"", ""project/data/images/p01240_image_8.jpg"", ""project/data/images/p01240_image_9.jpg"", ""project/data/images/p01240_image_10.jpg"", ""project/data/images/p01240_image_11.jpg"", ""project/data/images/p01240_image_12.jpg""]",project/data/descriptions/p01240_seller_description.txt,https://bringatrailer.com/listing/1953-porsche-356-9/
p01241,2023,911,921,Excellent,552000,286000,yes,"[""project/data/images/p01241_image_1.jpg"", ""project/data/images/p01241_image_2.jpg"", ""project/data/images/p01241_image_3.jpg"", ""project/data/images/p01241_image_4.jpg"", ""project/data/images/p01241_image_5.jpg"", ""project/data/images/p01241_image_6.jpg"", ""project/data/images/p01241_image_7.jpg"", ""project/data/images/p01241_image_8.jpg"", ""project/data/images/p01241_image_9.jpg"", ""project/data/images/p01241_image_10.jpg"", ""project/data/images/p01241_image_11.jpg"", ""project/data/images/p01241_image_12.jpg""]",project/data/descriptions/p01241_seller_description.txt,https://bringatrailer.com/listing/2023-porsche-911-sport-classic-14-2/
p01242,1995,911,25,Fair,173000,12161,yes,"[""project/data/images/p01242_image_1.jpg"", ""project/data/images/p01242_image_2.jpg"", ""project/data/images/p01242_image_3.jpg"", ""project/data/images/p01242_image_4.jpg"", ""project/data/images/p01242_image_5.jpg"", ""project/data/images/p01242_image_6.jpg"", ""project/data/images/p01242_image_7.jpg"", ""project/data/images/p01242_image_8.jpg"", ""project/data/images/p01242_image_9.jpg"", ""project/data/images/p01242_image_10.jpg"", ""project/data/images/p01242_image_11.jpg"", ""project/data/images/p01242_image_12.jpg""]",project/data/descriptions/p01242_seller_description.txt,https://bringatrailer.com/listing/1995-porsche-911-gt2-2/
p01243,2022,911,27000,Fair,67500,12161,yes,"[""project/data/images/p01243_image_1.jpg"", ""project/data/images/p01243_image_2.jpg"", ""project/data/images/p01243_image_3.jpg"", ""project/data/images/p01243_image_4.jpg"", ""project/data/images/p01243_image_5.jpg"", ""project/data/images/p01243_image_6.jpg"", ""project/data/images/p01243_image_7.jpg"", ""project/data/images/p01243_image_8.jpg"", ""project/data/images/p01243_image_9.jpg"", ""project/data/images/p01243_image_10.jpg"", ""project/data/images/p01243_image_11.jpg"", ""project/data/images/p01243_image_12.jpg""]",project/data/descriptions/p01243_seller_description.txt,https://bringatrailer.com/listing/2022-porsche-macan-gts-7/
p01244,1998,911,83000,Fair,135000,137000,no,"[""project/data/images/p01244_image_1.jpg"", ""project/data/images/p01244_image_2.jpg"", ""project/data/images/p01244_image_3.jpg"", ""project/data/images/p01244_image_4.jpg"", ""project/data/images/p01244_image_5.jpg"", ""project/data/images/p01244_image_6.jpg"", ""project/data/images/p01244_image_7.jpg"", ""project/data/images/p01244_image_8.jpg"", ""project/data/images/p01244_image_9.jpg"", ""project/data/images/p01244_image_10.jpg"", ""project/data/images/p01244_image_11.jpg"", ""project/data/images/p01244_image_12.jpg""]",project/data/descriptions/p01244_seller_description.txt,https://bringatrailer.com/listing/1998-porsche-911-carrera-4s-34/
p01245,1997,911,68000,Fair,164993,82000,yes,"[""project/data/images/p01245_image_1.jpg"", ""project/data/images/p01245_image_2.jpg"", ""project/data/images/p01245_image_3.jpg"", ""project/data/images/p01245_image_4.jpg"", ""project/data/images/p01245_image_5.jpg"", ""project/data/images/p01245_image_6.jpg"", ""project/data/images/p01245_image_7.jpg"", ""project/data/images/p01245_image_8.jpg"", ""project/data/images/p01245_image_9.jpg"", ""project/data/images/p01245_image_10.jpg"", ""project/data/images/p01245_image_11.jpg"", ""project/data/images/p01245_image_12.jpg""]",project/data/descriptions/p01245_seller_description.txt,https://bringatrailer.com/listing/1997-porsche-911-carrera-4s-113/
p01246,2018,911,26000,Fair,50000,182000,no,"[""project/data/images/p01246_image_1.jpg"", ""project/data/images/p01246_image_2.jpg"", ""project/data/images/p01246_image_3.jpg"", ""project/data/images/p01246_image_4.jpg"", ""project/data/images/p01246_image_5.jpg"", ""project/data/images/p01246_image_6.jpg"", ""project/data/images/p01246_image_7.jpg"", ""project/data/images/p01246_image_8.jpg"", ""project/data/images/p01246_image_9.jpg"", ""project/data/images/p01246_image_10.jpg"", ""project/data/images/p01246_image_11.jpg"", ""project/data/images/p01246_image_12.jpg""]",project/data/descriptions/p01246_seller_description.txt,https://bringatrailer.com/listing/2018-porsche-panamera-4-12/
p01247,,550,11000,Fair,42000,,no,,project/data/descriptions/p01247_seller_description.txt,https://bringatrailer.com/listing/porsche-550-spyder-replica-8/
p01248,1986,911,124000,Fair,210000,48800,yes,"[""project/data/images/p01248_image_1.jpg"", ""project/data/images/p01248_image_2.jpg"", ""project/data/images/p01248_image_3.jpg"", ""project/data/images/p01248_image_4.jpg"", ""project/data/images/p01248_image_5.jpg"", ""project/data/images/p01248_image_6.jpg"", ""project/data/images/p01248_image_7.jpg"", ""project/data/images/p01248_image_8.jpg"", ""project/data/images/p01248_image_9.jpg"", ""project/data/images/p01248_image_10.jpg"", ""project/data/images/p01248_image_11.jpg"", ""project/data/images/p01248_image_12.jpg""]",project/data/descriptions/p01248_seller_description.txt,https://bringatrailer.com/listing/1986-porsche-911-carrera-coupe-53/
p01249,2021,911,23000,Fair,199000,128000,yes,"[""project/data/images/p01249_image_1.jpg"", ""project/data/images/p01249_image_2.jpg"", ""project/data/images/p01249_image_3.jpg"", ""project/data/images/p01249_image_4.jpg"", ""project/data/images/p01249_image_5.jpg"", ""project/data/images/p01249_image_6.jpg"", ""project/data/images/p01249_image_7.jpg"", ""project/data/images/p01249_image_8.jpg"", ""project/data/images/p01249_image_9.jpg"", ""project/data/images/p01249_image_10.jpg"", ""project/data/images/p01249_image_11.jpg"", ""project/data/images/p01249_image_12.jpg""]",project/data/descriptions/p01249_seller_description.txt,https://bringatrailer.com/listing/2021-porsche-911-turbo-s-coupe-24/
p01250,1994,911,72000,Excellent,376000,308888,yes,"[""project/data/images/p01250_image_1.jpg"", ""project/data/images/p01250_image_2.jpg"", ""project/data/images/p01250_image_3.jpg"", ""project/data/images/p01250_image_4.jpg"", ""project/data/images/p01250_image_5.jpg"", ""project/data/images/p01250_image_6.jpg"", ""project/data/images/p01250_image_7.jpg"", ""project/data/images/p01250_image_8.jpg"", ""project/data/images/p01250_image_9.jpg"", ""project/data/images/p01250_image_10.jpg"", ""project/data/images/p01250_image_11.jpg"", ""project/data/images/p01250_image_12.jpg""]",project/data/descriptions/p01250_seller_description.txt,https://bringatrailer.com/listing/1994-porsche-911-turbo-3-6-23/
p01251,2014,911,103000,Fair,20000,30250,no,"[""project/data/images/p01251_image_1.jpg"", ""project/data/images/p01251_image_2.jpg"", ""project/data/images/p01251_image_3.jpg"", ""project/data/images/p01251_image_4.jpg"", ""project/data/images/p01251_image_5.jpg"", ""project/data/images/p01251_image_6.jpg"", ""project/data/images/p01251_image_7.jpg"", ""project/data/images/p01251_image_8.jpg"", ""project/data/images/p01251_image_9.jpg"", ""project/data/images/p01251_image_10.jpg"", ""project/data/images/p01251_image_11.jpg"", ""project/data/images/p01251_image_12.jpg""]",project/data/descriptions/p01251_seller_description.txt,https://bringatrailer.com/listing/2014-porsche-panamera-4s-executive-10/
p01252,1968,911,61000,Excellent,275000,427000,no,"[""project/data/images/p01252_image_1.jpg"", ""project/data/images/p01252_image_2.jpg"", ""project/data/images/p01252_image_3.jpg"", ""project/data/images/p01252_image_4.jpg"", ""project/data/images/p01252_image_5.jpg"", ""project/data/images/p01252_image_6.jpg"", ""project/data/images/p01252_image_7.jpg"", ""project/data/images/p01252_image_8.jpg"", ""project/data/images/p01252_image_9.jpg"", ""project/data/images/p01252_image_10.jpg"", ""project/data/images/p01252_image_11.jpg"", ""project/data/images/p01252_image_12.jpg""]",project/data/descriptions/p01252_seller_description.txt,https://bringatrailer.com/listing/1968-porsche-911t-r/
